,custom_id,mode_id,CHOICE,GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,travel_time,travel_cost,headway,seat_configuration
20,8,2,0,2,0,1,152,1,0,6,2,1,2,0,1,1,22,25,59,3120,20.0,1.0
21,8,3,0,2,0,1,152,1,0,6,2,1,2,0,1,1,22,25,78,40,0.0,0.0
22,9,1,0,2,0,1,46,1,0,6,2,1,3,1,3,1,20,1,122,2600,120.0,0.0
23,9,2,1,2,0,1,46,1,0,6,2,1,3,1,3,1,20,1,76,3380,20.0,0.0
24,10,1,0,2,0,1,372,1,1,6,1,1,4,1,3,1,2,1,130,5040,30.0,0.0
25,10,2,1,2,0,1,372,1,1,6,1,1,4,1,3,1,2,1,63,5460,30.0,0.0
26,10,3,0,2,0,1,372,1,1,6,1,1,4,1,3,1,2,1,64,91,0.0,0.0
27,11,1,0,2,0,1,96,1,1,6,2,1,3,1,3,1,19,17,105,5040,60.0,0.0
28,11,2,1,2,0,1,96,1,1,6,2,1,3,1,3,1,19,17,59,5460,10.0,1.0
29,11,3,0,2,0,1,96,1,1,6,2,1,3,1,3,1,19,17,100,120,0.0,0.0
30,12,1,0,3,1,1,982,1,0,1,1,1,2,0,2,0,17,22,266,70,60.0,0.0
31,12,2,1,3,1,1,982,1,0,1,1,1,2,0,2,0,17,22,141,78,20.0,0.0
32,12,3,0,3,1,1,982,1,0,1,1,1,2,0,2,0,17,22,286,125,0.0,0.0
33,13,1,0,3,1,1,949,1,0,1,1,0,5,1,2,0,1,22,220,45,120.0,0.0
34,13,2,1,3,1,1,949,1,0,1,1,0,5,1,2,0,1,22,146,52,20.0,0.0
35,13,3,0,3,1,1,949,1,0,1,1,0,5,1,2,0,1,22,112,76,0.0,0.0
36,14,1,0,2,0,1,336,1,0,7,2,1,1,1,1,1,25,23,126,1850,30.0,0.0
37,14,2,1,2,0,1,336,1,0,7,2,1,1,1,1,1,25,23,87,2220,10.0,0.0
38,15,1,1,3,1,1,681,1,1,1,1,1,1,1,1,0,17,22,266,109,30.0,0.0
39,15,2,0,3,1,1,681,1,1,1,1,1,1,1,1,0,17,22,184,146,20.0,0.0
40,15,3,0,3,1,1,681,1,1,1,1,1,1,1,1,0,17,22,200,116,0.0,0.0
41,16,1,0,3,1,1,637,1,0,3,2,1,3,1,2,0,2,1,143,83,120.0,0.0
42,16,2,0,3,1,1,637,1,0,3,2,1,3,1,2,0,2,1,98,90,30.0,0.0
43,16,3,1,3,1,1,637,1,0,3,2,1,3,1,2,0,2,1,80,84,0.0,0.0
44,17,1,0,2,0,1,178,1,0,8,2,1,2,1,1,0,22,25,52,300,60.0,0.0
45,17,2,1,2,0,1,178,1,0,8,2,1,2,1,1,0,22,25,35,360,20.0,1.0
46,17,3,0,2,0,1,178,1,0,8,2,1,2,1,1,0,22,25,78,40,0.0,0.0
47,18,1,0,3,1,1,588,1,0,1,3,0,4,1,3,0,25,22,69,22,120.0,0.0
48,18,2,0,3,1,1,588,1,0,1,3,0,4,1,3,0,25,22,50,32,10.0,0.0
49,18,3,1,3,1,1,588,1,0,1,3,0,4,1,3,0,25,22,40,25,0.0,0.0
50,19,1,0,3,1,1,797,1,1,1,2,1,4,1,3,0,25,1,178,126,120.0,0.0
51,19,2,0,3,1,1,797,1,1,1,2,1,4,1,3,0,25,1,78,168,10.0,0.0
52,19,3,1,3,1,1,797,1,1,1,2,1,4,1,3,0,25,1,160,130,0.0,0.0
53,20,1,0,3,1,1,523,1,0,3,1,1,2,0,2,0,22,1,168,133,60.0,0.0
54,20,2,0,3,1,1,523,1,0,3,1,1,2,0,2,0,22,1,80,149,10.0,0.0
55,20,3,1,3,1,1,523,1,0,3,1,1,2,0,2,0,22,1,180,76,0.0,0.0
56,21,1,0,3,1,1,1170,1,1,3,1,1,4,1,3,0,22,17,323,225,120.0,0.0
57,21,2,1,3,1,1,1170,1,1,3,1,1,4,1,3,0,22,17,104,322,10.0,0.0
58,21,3,0,3,1,1,1170,1,1,3,1,1,4,1,3,0,22,17,273,175,0.0,0.0
59,22,1,0,2,0,1,76,1,1,3,2,0,2,1,3,0,1,17,62,57,120.0,0.0
60,22,2,1,2,0,1,76,1,1,3,2,0,2,1,3,0,1,17,41,106,10.0,0.0
61,23,1,0,2,0,1,256,1,0,1,1,1,3,0,4,0,22,2,113,23,30.0,0.0
62,23,2,1,2,0,1,256,1,0,1,1,1,3,0,4,0,22,2,58,26,10.0,1.0
63,23,3,0,2,0,1,256,1,0,1,1,1,3,0,4,0,22,2,56,66,0.0,0.0
64,24,1,0,3,1,1,539,1,1,3,3,0,4,1,2,0,25,10,95,108,120.0,0.0
65,24,2,1,3,1,1,539,1,1,3,3,0,4,1,2,0,25,10,90,121,20.0,0.0
66,24,3,0,3,1,1,539,1,1,3,3,0,4,1,2,0,25,10,110,84,0.0,0.0
67,25,1,0,3,1,1,983,1,0,1,1,1,2,1,2,0,2,22,181,50,60.0,0.0
68,25,2,0,3,1,1,983,1,0,1,1,1,2,1,2,0,2,22,144,52,10.0,0.0
69,25,3,1,3,1,1,983,1,0,1,1,1,2,1,2,0,2,22,120,64,0.0,0.0
70,26,1,0,2,0,1,365,1,1,3,1,3,4,1,3,0,10,1,123,153,60.0,0.0
71,26,2,1,2,0,1,365,1,1,3,1,3,4,1,3,0,10,1,98,167,20.0,1.0
72,26,3,0,2,0,1,365,1,1,3,1,3,4,1,3,0,10,1,143,200,0.0,0.0
73,27,1,0,2,0,1,33,1,0,6,1,0,2,0,4,1,25,22,64,3120,120.0,0.0
74,27,2,1,2,0,1,33,1,0,6,1,0,2,0,4,1,25,22,40,3380,20.0,0.0
75,28,1,0,3,1,1,501,1,1,3,2,0,3,1,3,0,22,1,150,211,120.0,0.0
76,28,2,1,3,1,1,501,1,1,3,2,0,3,1,3,0,22,1,64,281,10.0,0.0
77,28,3,0,3,1,1,501,1,1,3,2,0,3,1,3,0,22,1,136,135,0.0,0.0
78,29,1,0,2,0,1,339,1,0,10,1,1,5,0,1,0,1,2,107,259,30.0,0.0
79,29,2,1,2,0,1,339,1,0,10,1,1,5,0,1,0,1,2,56,346,20.0,1.0
80,30,1,1,3,1,1,1018,1,0,1,3,0,4,1,3,0,2,22,103,30,30.0,0.0
81,30,2,0,3,1,1,1018,1,0,1,3,0,4,1,3,0,2,22,34,38,30.0,0.0
82,30,3,0,3,1,1,1018,1,0,1,3,0,4,1,3,0,2,22,56,52,0.0,0.0
83,31,1,0,3,1,1,715,1,1,1,2,0,3,1,3,0,17,2,198,89,60.0,0.0
84,31,2,0,3,1,1,715,1,1,1,2,0,3,1,3,0,17,2,142,88,20.0,0.0
85,31,3,1,3,1,1,715,1,1,1,2,0,3,1,3,0,17,2,112,68,0.0,0.0
86,32,1,0,2,0,1,230,1,0,1,1,1,2,0,1,0,17,1,89,26,120.0,0.0
87,32,2,1,2,0,1,230,1,0,1,1,1,2,0,1,0,17,1,40,32,20.0,0.0
88,33,1,0,3,1,1,686,1,1,1,1,1,5,1,3,0,17,25,300,134,120.0,0.0
89,33,2,1,3,1,1,686,1,1,1,1,1,5,1,3,0,17,25,115,146,30.0,0.0
90,33,3,0,3,1,1,686,1,1,1,1,1,5,1,3,0,17,25,300,160,0.0,0.0
91,34,1,0,3,1,1,488,1,1,1,2,0,3,1,3,0,22,2,89,42,60.0,0.0
92,34,2,1,3,1,1,488,1,1,1,2,0,3,1,3,0,22,2,34,65,30.0,0.0
93,34,3,0,3,1,1,488,1,1,1,2,0,3,1,3,0,22,2,70,45,0.0,0.0
94,35,1,0,3,1,1,846,1,1,3,1,1,2,1,2,0,1,22,162,194,120.0,0.0
95,35,2,1,3,1,1,846,1,1,3,1,1,2,1,2,0,1,22,113,210,20.0,0.0
96,35,3,0,3,1,1,846,1,1,3,1,1,2,1,2,0,1,22,182,85,0.0,0.0
97,36,1,0,2,0,1,320,1,0,6,1,1,3,0,4,1,2,1,87,2340,120.0,0.0
98,36,2,0,2,0,1,320,1,0,6,1,1,3,0,4,1,2,1,39,3120,30.0,0.0
99,36,3,1,2,0,1,320,1,0,6,1,1,3,0,4,1,2,1,104,40,0.0,0.0
100,37,1,0,3,1,1,769,1,1,1,2,1,3,1,3,0,2,25,191,94,60.0,0.0
101,37,2,1,3,1,1,769,1,1,1,2,1,3,1,3,0,2,25,92,112,30.0,0.0
102,37,3,0,3,1,1,769,1,1,1,2,1,3,1,3,0,2,25,195,92,0.0,0.0
103,38,1,0,2,0,1,118,1,0,1,3,1,3,0,2,0,2,22,82,30,30.0,0.0
104,38,2,1,2,0,1,118,1,0,1,3,1,3,0,2,0,2,22,31,34,10.0,0.0
105,39,1,0,2,0,1,102,1,1,8,1,1,3,0,3,0,1,17,89,149,120.0,0.0
106,39,2,1,2,0,1,102,1,1,8,1,1,3,0,3,0,1,17,40,179,30.0,0.0
107,39,3,0,2,0,1,102,1,1,8,1,1,3,0,3,0,1,17,48,52,0.0,0.0
108,40,1,0,2,0,1,406,1,0,6,1,1,3,1,2,1,1,2,109,2600,120.0,0.0
109,40,2,1,2,0,1,406,1,0,6,1,1,3,1,2,1,1,2,58,3120,30.0,0.0
110,40,3,0,2,0,1,406,1,0,6,1,1,3,1,2,1,1,2,64,65,0.0,0.0
111,41,1,0,3,1,1,561,1,0,1,2,0,3,1,2,0,22,1,212,49,120.0,0.0
112,41,2,1,3,1,1,561,1,0,1,2,0,3,1,2,0,22,1,142,62,10.0,0.0
113,41,3,0,3,1,1,561,1,0,1,2,0,3,1,2,0,22,1,234,123,0.0,0.0
114,42,1,0,3,1,1,519,1,0,3,1,0,5,1,1,0,17,2,187,89,60.0,0.0
115,42,2,1,3,1,1,519,1,0,3,1,0,5,1,1,0,17,2,82,111,10.0,0.0
116,42,3,0,3,1,1,519,1,0,3,1,0,5,1,1,0,17,2,182,104,0.0,0.0
117,43,1,0,2,0,1,49,1,0,6,3,1,3,1,3,1,1,2,133,2600,120.0,0.0
118,43,2,1,2,0,1,49,1,0,6,3,1,3,1,3,1,1,2,58,4160,10.0,1.0
119,43,3,0,2,0,1,49,1,0,6,3,1,3,1,3,1,1,2,97,65,0.0,0.0
120,44,1,1,3,1,1,574,1,0,1,2,1,3,1,2,0,1,2,105,43,120.0,0.0
121,44,2,0,3,1,1,574,1,0,1,2,1,3,1,2,0,1,2,50,50,20.0,0.0
122,44,3,0,3,1,1,574,1,0,1,2,1,3,1,2,0,1,2,104,65,0.0,0.0
123,45,1,0,3,1,1,794,1,1,1,2,1,3,1,4,0,2,17,200,64,120.0,0.0
124,45,2,0,3,1,1,794,1,1,1,2,1,3,1,4,0,2,17,119,71,20.0,0.0
125,45,3,1,3,1,1,794,1,1,1,2,1,3,1,4,0,2,17,120,72,0.0,0.0
126,46,1,0,2,0,1,195,1,1,5,2,1,2,1,3,0,19,25,66,100,60.0,0.0
127,46,2,0,2,0,1,195,1,1,5,2,1,2,1,3,0,19,25,37,133,30.0,0.0
128,46,3,1,2,0,1,195,1,1,5,2,1,2,1,3,0,19,25,156,88,0.0,0.0
129,47,1,0,3,1,1,658,1,1,1,0,0,3,1,0,0,2,1,133,73,30.0,0.0
130,47,2,0,3,1,1,658,1,1,1,0,0,3,1,0,0,2,1,84,81,10.0,0.0
131,47,3,1,3,1,1,658,1,1,1,0,0,3,1,0,0,2,1,88,75,0.0,0.0
132,48,1,0,3,1,1,1071,1,0,3,1,1,1,1,1,0,17,22,299,115,30.0,0.0
133,48,2,1,3,1,1,1071,1,0,3,1,1,1,1,1,0,17,22,109,172,20.0,0.0
134,48,3,0,3,1,1,1071,1,0,3,1,1,1,1,1,0,17,22,286,140,0.0,0.0
135,49,1,0,3,1,1,580,1,0,1,2,1,2,1,2,0,17,2,200,59,30.0,0.0
136,49,2,1,3,1,1,580,1,0,1,2,1,2,1,2,0,17,2,118,62,30.0,0.0
137,49,3,0,3,1,1,580,1,0,1,2,1,2,1,2,0,17,2,96,104,0.0,0.0
138,50,1,0,2,0,1,1,1,0,1,1,0,3,0,2,0,2,1,130,48,60.0,0.0
139,50,2,1,2,0,1,1,1,0,1,1,0,3,0,2,0,2,1,67,58,30.0,0.0
140,50,3,0,2,0,1,1,1,0,1,1,0,3,0,2,0,2,1,117,52,0.0,0.0
141,51,1,0,2,0,1,144,1,0,6,1,1,2,1,1,1,22,1,191,2600,60.0,0.0
142,51,2,1,2,0,1,144,1,0,6,1,1,2,1,1,1,22,1,48,3380,10.0,0.0
143,52,1,0,3,1,1,1062,1,0,3,1,0,3,1,2,0,25,2,125,80,30.0,0.0
144,52,2,1,3,1,1,1062,1,0,3,1,0,3,1,2,0,25,2,44,91,30.0,0.0
145,52,3,0,3,1,1,1062,1,0,3,1,0,3,1,2,0,25,2,143,64,0.0,0.0
146,53,1,0,3,1,1,1063,1,0,3,1,1,1,1,2,0,1,23,327,119,60.0,0.0
147,53,2,1,3,1,1,1063,1,0,3,1,1,1,1,2,0,1,23,167,132,20.0,0.0
148,53,3,0,3,1,1,1063,1,0,3,1,1,1,1,2,0,1,23,200,149,0.0,0.0
149,54,1,0,3,1,1,925,1,1,3,2,1,4,1,2,0,20,10,225,169,120.0,0.0
150,54,2,0,3,1,1,925,1,1,3,2,1,4,1,2,0,20,10,155,218,10.0,0.0
151,54,3,1,3,1,1,925,1,1,3,2,1,4,1,2,0,20,10,195,110,0.0,0.0
152,55,1,1,3,1,1,1021,1,0,1,3,1,3,1,3,0,1,2,119,36,60.0,0.0
153,55,2,0,3,1,1,1021,1,0,1,3,1,3,1,3,0,1,2,68,45,10.0,0.0
154,55,3,0,3,1,1,1021,1,0,1,3,1,3,1,3,0,1,2,169,104,0.0,0.0
155,56,1,0,2,0,1,212,1,1,6,3,1,4,1,3,1,25,22,69,3780,30.0,0.0
156,56,2,1,2,0,1,212,1,1,6,3,1,4,1,3,1,25,22,45,5040,10.0,1.0
157,57,1,0,3,1,1,1089,1,0,3,1,1,5,1,4,0,25,18,406,134,30.0,0.0
158,57,2,0,3,1,1,1089,1,0,3,1,1,5,1,4,0,25,18,217,182,20.0,0.0
159,57,3,1,3,1,1,1089,1,0,3,1,1,5,1,4,0,25,18,325,130,0.0,0.0
160,58,1,0,3,1,1,859,1,1,3,2,0,3,1,2,0,2,1,95,130,60.0,0.0
161,58,2,0,3,1,1,859,1,1,3,2,0,3,1,2,0,2,1,59,147,20.0,0.0
162,58,3,1,3,1,1,859,1,1,3,2,0,3,1,2,0,2,1,117,55,0.0,0.0
163,59,1,1,3,1,1,843,1,1,3,1,1,2,1,4,0,1,22,170,170,60.0,0.0
164,59,2,0,3,1,1,843,1,1,3,1,1,2,1,4,0,1,22,74,237,30.0,0.0
165,59,3,0,3,1,1,843,1,1,3,1,1,2,1,4,0,1,22,160,175,0.0,0.0
166,60,1,0,3,1,1,714,1,1,1,2,0,3,1,3,0,17,2,205,106,120.0,0.0
167,60,2,1,3,1,1,714,1,1,1,2,0,3,1,3,0,17,2,122,140,10.0,0.0
168,60,3,0,3,1,1,714,1,1,1,2,0,3,1,3,0,17,2,120,90,0.0,0.0
169,61,1,0,2,0,1,112,1,0,1,1,1,3,0,2,0,1,2,98,35,30.0,0.0
170,61,2,1,2,0,1,112,1,0,1,1,1,3,0,2,0,1,2,33,42,10.0,0.0
171,61,3,0,2,0,1,112,1,0,1,1,1,3,0,2,0,1,2,90,12,0.0,0.0
172,62,1,0,3,1,1,877,1,1,3,2,0,4,1,3,0,2,23,239,170,120.0,0.0
173,62,2,0,3,1,1,877,1,1,3,2,0,4,1,3,0,2,23,148,167,30.0,0.0
174,62,3,1,3,1,1,877,1,1,3,2,0,4,1,3,0,2,23,100,55,0.0,0.0
175,63,1,0,3,1,1,779,1,1,1,2,1,4,1,2,0,2,17,183,84,60.0,0.0
176,63,2,0,3,1,1,779,1,1,1,2,1,4,1,2,0,2,17,70,118,30.0,0.0
177,63,3,1,3,1,1,779,1,1,1,2,1,4,1,2,0,2,17,180,100,0.0,0.0
178,64,1,0,3,1,1,1000,1,0,1,1,1,4,1,2,0,25,1,236,62,60.0,0.0
179,64,2,1,3,1,1,1000,1,0,1,1,1,4,1,2,0,25,1,63,72,10.0,0.0
180,64,3,0,3,1,1,1000,1,0,1,1,1,4,1,2,0,25,1,168,145,0.0,0.0
181,65,1,0,3,1,1,1027,1,0,3,1,0,2,1,2,0,22,1,188,100,120.0,0.0
182,65,2,1,3,1,1,1027,1,0,3,1,0,2,1,2,0,22,1,74,139,10.0,0.0
183,65,3,0,3,1,1,1027,1,0,3,1,0,2,1,2,0,22,1,160,84,0.0,0.0
184,66,1,0,2,0,1,411,1,1,1,2,1,4,1,3,0,2,15,179,101,120.0,0.0
185,66,2,1,2,0,1,411,1,1,1,2,1,4,1,3,0,2,15,66,118,20.0,0.0
186,66,3,0,2,0,1,411,1,1,1,2,1,4,1,3,0,2,15,182,90,0.0,0.0
187,67,1,0,2,0,1,399,1,0,7,1,1,5,1,1,1,1,2,123,2220,60.0,0.0
188,67,2,1,2,0,1,399,1,0,7,1,1,5,1,1,1,1,2,79,2405,10.0,1.0
189,68,1,0,3,1,1,505,1,1,3,2,0,4,1,2,0,22,17,260,225,60.0,0.0
190,68,2,1,3,1,1,505,1,1,3,2,0,4,1,2,0,22,17,133,254,20.0,0.0
191,68,3,0,3,1,1,505,1,1,3,2,0,4,1,2,0,22,17,286,185,0.0,0.0
192,69,1,0,3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,118,23,60.0,0.0
193,69,2,1,3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,49,28,20.0,0.0
194,69,3,0,3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,80,52,0.0,0.0
195,70,1,0,3,1,1,553,1,0,1,1,1,3,1,2,0,1,22,233,53,30.0,0.0
196,70,2,1,3,1,1,553,1,0,1,1,1,3,1,2,0,1,22,96,58,10.0,0.0
197,70,3,0,3,1,1,553,1,0,1,1,1,3,1,2,0,1,22,170,84,0.0,0.0
198,71,1,0,2,0,1,414,1,1,6,2,1,4,1,3,1,2,1,106,4200,120.0,0.0
199,71,2,1,2,0,1,414,1,1,6,2,1,4,1,3,1,2,1,37,6720,10.0,1.0
200,71,3,0,2,0,1,414,1,1,6,2,1,4,1,3,1,2,1,117,227,0.0,0.0
201,72,1,0,3,1,1,792,1,1,1,2,1,3,1,3,0,22,1,171,113,120.0,0.0
202,72,2,1,3,1,1,792,1,1,1,2,1,3,1,3,0,22,1,89,150,10.0,0.0
203,72,3,0,3,1,1,792,1,1,1,2,1,3,1,3,0,22,1,136,130,0.0,0.0
204,73,1,0,3,1,1,741,1,1,1,2,0,2,1,3,0,17,2,166,97,30.0,0.0
205,73,2,0,3,1,1,741,1,1,1,2,0,2,1,3,0,17,2,91,137,20.0,0.0
206,73,3,1,3,1,1,741,1,1,1,2,0,2,1,3,0,17,2,140,123,0.0,0.0
207,74,1,0,2,0,1,77,1,1,3,2,0,4,0,2,0,1,2,115,117,30.0,0.0
208,74,2,1,2,0,1,77,1,1,3,2,0,4,0,2,0,1,2,75,142,30.0,0.0
209,74,3,0,2,0,1,77,1,1,3,2,0,4,0,2,0,1,2,90,65,0.0,0.0
210,75,1,0,2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,181,75,120.0,0.0
211,75,2,0,2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,123,133,10.0,0.0
212,75,3,1,2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,140,68,0.0,0.0
213,76,1,0,3,1,1,874,1,1,3,2,0,4,1,2,0,25,3,191,158,120.0,0.0
214,76,2,1,3,1,1,874,1,1,3,2,0,4,1,2,0,25,3,135,181,30.0,0.0
215,76,3,0,3,1,1,874,1,1,3,2,0,4,1,2,0,25,3,221,100,0.0,0.0
216,77,1,0,3,1,1,723,1,1,1,2,0,3,1,3,0,22,1,240,94,60.0,0.0
217,77,2,1,3,1,1,723,1,1,1,2,0,3,1,3,0,22,1,86,112,10.0,0.0
218,77,3,0,3,1,1,723,1,1,1,2,0,3,1,3,0,22,1,128,120,0.0,0.0
219,78,1,0,3,1,1,608,1,0,3,1,1,2,0,4,0,22,1,183,106,120.0,0.0
220,78,2,0,3,1,1,608,1,0,3,1,1,2,0,4,0,22,1,83,123,30.0,0.0
221,78,3,1,3,1,1,608,1,0,3,1,1,2,0,4,0,22,1,128,136,0.0,0.0
222,79,1,0,3,1,1,1159,1,1,3,1,0,4,1,2,0,25,2,131,184,60.0,0.0
223,79,2,0,3,1,1,1159,1,1,3,1,0,4,1,2,0,25,2,69,198,10.0,0.0
224,79,3,1,3,1,1,1159,1,1,3,1,0,4,1,2,0,25,2,130,68,0.0,0.0
225,80,1,0,2,0,1,23,1,0,3,2,1,2,1,2,0,15,1,95,54,30.0,0.0
226,80,2,1,2,0,1,23,1,0,3,2,1,2,1,2,0,15,1,46,63,10.0,0.0
227,80,3,0,2,0,1,23,1,0,3,2,1,2,1,2,0,15,1,78,65,0.0,0.0
228,81,1,0,3,1,1,555,1,0,1,1,1,4,1,2,0,25,9,264,77,120.0,0.0
229,81,2,1,3,1,1,555,1,0,1,1,1,4,1,2,0,25,9,85,82,30.0,0.0
230,81,3,0,3,1,1,555,1,0,1,1,1,4,1,2,0,25,9,220,145,0.0,0.0
231,82,1,0,3,1,1,880,1,1,3,2,0,4,1,3,0,22,1,157,221,60.0,0.0
232,82,2,0,3,1,1,880,1,1,3,2,0,4,1,3,0,22,1,65,254,10.0,0.0
233,82,3,1,3,1,1,880,1,1,3,2,0,4,1,3,0,22,1,150,76,0.0,0.0
234,83,1,0,3,1,1,674,1,1,1,1,0,4,1,2,0,25,2,150,78,120.0,0.0
235,83,2,1,3,1,1,674,1,1,1,1,0,4,1,2,0,25,2,73,78,30.0,0.0
236,83,3,0,3,1,1,674,1,1,1,1,0,4,1,2,0,25,2,110,70,0.0,0.0
237,84,1,0,3,1,1,1143,1,1,1,1,1,5,1,3,0,2,22,124,54,120.0,0.0
238,84,2,1,3,1,1,1143,1,1,1,1,1,5,1,3,0,2,22,82,60,30.0,0.0
239,84,3,0,3,1,1,1143,1,1,1,1,1,5,1,3,0,2,22,130,52,0.0,0.0
240,85,1,0,3,1,1,697,1,1,1,2,0,2,1,3,0,10,20,173,106,30.0,0.0
241,85,2,1,3,1,1,697,1,1,1,2,0,2,1,3,0,10,20,145,109,10.0,0.0
242,85,3,0,3,1,1,697,1,1,1,2,0,2,1,3,0,10,20,260,143,0.0,0.0
243,86,1,0,3,1,1,752,1,1,1,2,0,3,1,3,0,25,1,182,105,60.0,0.0
244,86,2,1,3,1,1,752,1,1,1,2,0,3,1,3,0,25,1,81,118,20.0,0.0
245,86,3,0,3,1,1,752,1,1,1,2,0,3,1,3,0,25,1,260,115,0.0,0.0
246,87,1,0,3,1,1,625,1,0,3,2,0,4,1,3,0,22,1,214,130,30.0,0.0
247,87,2,1,3,1,1,625,1,0,3,2,0,4,1,3,0,22,1,114,172,20.0,0.0
248,87,3,0,3,1,1,625,1,0,3,2,0,4,1,3,0,22,1,200,156,0.0,0.0
249,88,1,1,2,0,1,313,1,0,6,1,1,4,1,3,1,1,2,120,2600,60.0,0.0
250,88,2,0,2,0,1,313,1,0,6,1,1,4,1,3,1,1,2,65,4160,30.0,0.0
251,89,1,0,2,0,1,302,1,0,6,1,1,1,0,4,1,25,2,153,2600,30.0,0.0
252,89,2,1,2,0,1,302,1,0,6,1,1,1,0,4,1,25,2,62,3120,10.0,0.0
253,90,1,0,2,0,1,338,1,0,10,1,1,1,0,4,0,25,22,64,139,60.0,0.0
254,90,2,1,2,0,1,338,1,0,10,1,1,1,0,4,0,25,22,38,139,20.0,0.0
255,91,1,0,3,1,1,735,1,1,1,2,0,4,1,3,0,22,17,224,109,60.0,0.0
256,91,2,1,3,1,1,735,1,1,1,2,0,4,1,3,0,22,17,92,122,20.0,0.0
257,91,3,0,3,1,1,735,1,1,1,2,0,4,1,3,0,22,17,286,125,0.0,0.0
258,92,1,0,2,0,1,136,1,0,6,1,1,2,0,1,1,19,1,110,3120,30.0,0.0
259,92,2,1,2,0,1,136,1,0,6,1,1,2,0,1,1,19,1,61,3120,10.0,0.0
260,93,1,0,3,1,1,698,1,1,1,2,0,2,1,3,0,17,23,310,131,30.0,0.0
261,93,2,1,3,1,1,698,1,1,1,2,0,2,1,3,0,17,23,210,165,20.0,0.0
262,93,3,0,3,1,1,698,1,1,1,2,0,2,1,3,0,17,23,210,169,0.0,0.0
263,94,1,0,3,1,1,941,1,0,1,0,0,4,1,0,0,17,2,155,52,60.0,0.0
264,94,2,0,3,1,1,941,1,0,1,0,0,4,1,0,0,17,2,115,56,10.0,0.0
265,94,3,1,3,1,1,941,1,0,1,0,0,4,1,0,0,17,2,100,44,0.0,0.0
266,95,1,0,3,1,1,873,1,1,3,2,0,4,1,2,0,22,19,220,142,30.0,0.0
267,95,2,0,3,1,1,873,1,1,3,2,0,4,1,2,0,22,19,186,167,20.0,0.0
268,95,3,1,3,1,1,873,1,1,3,2,0,4,1,2,0,22,19,104,68,0.0,0.0
269,96,1,0,3,1,1,999,1,0,1,1,1,4,1,2,0,2,14,206,46,30.0,0.0
270,96,2,1,3,1,1,999,1,0,1,1,1,4,1,2,0,2,14,128,50,10.0,0.0
271,96,3,0,3,1,1,999,1,0,1,1,1,4,1,2,0,2,14,120,52,0.0,0.0
272,97,1,0,3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,138,39,60.0,0.0
273,97,2,0,3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,120,57,30.0,0.0
