,custom_id,mode_id,CHOICE,GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,travel_time,travel_cost,headway,seat_configuration
141,49,3,0,3,1,1,758,1,1,1,2,1,2,1,3,0,20,2,234,84,0.0,0.0
142,50,1,0,3,1,1,892,1,1,3,2,0,3,1,3,0,22,12,226,211,120.0,0.0
143,50,2,1,3,1,1,892,1,1,3,2,0,3,1,3,0,22,12,130,210,30.0,0.0
144,50,3,0,3,1,1,892,1,1,3,2,0,3,1,3,0,22,12,160,105,0.0,0.0
145,51,1,0,3,1,1,728,1,1,1,2,0,3,1,3,0,25,1,236,105,120.0,0.0
146,51,2,1,3,1,1,728,1,1,1,2,0,3,1,3,0,25,1,71,146,10.0,0.0
147,51,3,0,3,1,1,728,1,1,1,2,0,3,1,3,0,25,1,273,195,0.0,0.0
148,52,1,0,3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,163,43,120.0,0.0
149,52,2,0,3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,122,62,10.0,0.0
150,52,3,1,3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,52,39,0.0,0.0
151,53,1,1,2,0,1,55,1,0,8,1,1,1,0,1,0,17,1,111,162,30.0,0.0
152,53,2,0,2,0,1,55,1,0,8,1,1,1,0,1,0,17,1,62,216,20.0,1.0
153,54,1,0,3,1,1,1026,1,0,3,1,0,2,1,2,0,2,1,100,76,60.0,0.0
154,54,2,0,3,1,1,1026,1,0,3,1,0,2,1,2,0,2,1,45,103,30.0,0.0
155,54,3,1,3,1,1,1026,1,0,3,1,0,2,1,2,0,2,1,90,50,0.0,0.0
156,55,1,0,3,1,1,769,1,1,1,2,1,3,1,3,0,2,25,148,94,30.0,0.0
157,55,2,1,3,1,1,769,1,1,1,2,1,3,1,3,0,2,25,81,97,10.0,0.0
158,55,3,0,3,1,1,769,1,1,1,2,1,3,1,3,0,2,25,195,149,0.0,0.0
159,56,1,0,3,1,1,912,1,1,3,2,1,3,1,3,0,17,22,327,270,120.0,0.0
160,56,2,1,3,1,1,912,1,1,3,2,1,3,1,3,0,17,22,101,293,30.0,0.0
161,56,3,0,3,1,1,912,1,1,3,2,1,3,1,3,0,17,22,230,155,0.0,0.0
162,57,1,0,2,0,1,79,1,1,3,2,1,3,1,3,0,23,25,122,145,120.0,0.0
163,57,2,1,2,0,1,79,1,1,3,2,1,3,1,3,0,23,25,78,153,30.0,1.0
164,57,3,0,2,0,1,79,1,1,3,2,1,3,1,3,0,23,25,80,80,0.0,0.0
165,58,1,0,3,1,1,556,1,0,1,2,0,2,0,2,0,1,17,116,25,120.0,0.0
166,58,2,1,3,1,1,556,1,0,1,2,0,2,0,2,0,1,17,45,36,10.0,0.0
167,58,3,0,3,1,1,556,1,0,1,2,0,2,0,2,0,1,17,78,52,0.0,0.0
168,59,1,1,2,0,1,276,1,0,3,1,1,5,0,1,0,22,25,68,34,60.0,0.0
169,59,2,0,2,0,1,276,1,0,3,1,1,5,0,1,0,22,25,36,40,20.0,0.0
170,59,3,0,2,0,1,276,1,0,3,1,1,5,0,1,0,22,25,40,26,0.0,0.0
171,60,1,0,3,1,1,1175,1,1,3,1,1,3,1,3,0,25,3,346,176,60.0,0.0
172,60,2,0,3,1,1,1175,1,1,3,1,1,3,1,3,0,25,3,225,198,10.0,0.0
173,60,3,1,3,1,1,1175,1,1,3,1,1,3,1,3,0,25,3,136,115,0.0,0.0
174,61,1,0,3,1,1,1083,1,0,3,1,1,4,1,2,0,25,2,225,89,120.0,0.0
175,61,2,1,3,1,1,1083,1,0,3,1,1,4,1,2,0,25,2,164,103,30.0,0.0
176,61,3,0,3,1,1,1083,1,0,3,1,1,4,1,2,0,25,2,208,80,0.0,0.0
177,62,1,0,3,1,1,1175,1,1,3,1,1,3,1,3,0,25,3,286,176,30.0,0.0
178,62,2,0,3,1,1,1175,1,1,3,1,1,3,1,3,0,25,3,230,225,20.0,0.0
179,62,3,1,3,1,1,1175,1,1,3,1,1,3,1,3,0,25,3,136,92,0.0,0.0
180,63,1,1,2,0,1,383,1,1,7,1,1,5,0,1,1,1,2,85,3480,60.0,0.0
181,63,2,0,2,0,1,383,1,1,7,1,1,5,0,1,1,1,2,37,3770,10.0,1.0
182,64,1,0,3,1,1,1092,1,0,3,1,1,2,1,3,0,22,12,174,88,60.0,0.0
183,64,2,1,3,1,1,1092,1,0,3,1,1,2,1,3,0,22,12,123,99,10.0,0.0
184,64,3,0,3,1,1,1092,1,0,3,1,1,2,1,3,0,22,12,221,123,0.0,0.0
185,65,1,0,3,1,1,1187,1,1,6,1,0,3,0,2,0,25,23,218,23,120.0,0.0
186,65,2,0,3,1,1,1187,1,1,6,1,0,3,0,2,0,25,23,166,23,30.0,0.0
187,65,3,1,3,1,1,1187,1,1,6,1,0,3,0,2,0,25,23,100,55,0.0,0.0
188,66,1,0,3,1,1,611,1,0,3,1,1,5,1,1,0,25,2,125,96,60.0,0.0
189,66,2,0,3,1,1,611,1,0,3,1,1,5,1,1,0,25,2,62,106,10.0,0.0
190,66,3,1,3,1,1,611,1,0,3,1,1,5,1,1,0,25,2,120,56,0.0,0.0
191,67,1,0,3,1,1,859,1,1,3,2,0,3,1,2,0,2,1,123,156,120.0,0.0
192,67,2,0,3,1,1,859,1,1,3,2,0,3,1,2,0,2,1,52,167,30.0,0.0
193,67,3,1,3,1,1,859,1,1,3,2,0,3,1,2,0,2,1,90,55,0.0,0.0
194,68,1,0,2,0,1,291,1,0,5,1,1,2,0,4,0,1,25,214,45,120.0,0.0
195,68,2,1,2,0,1,291,1,0,5,1,1,2,0,4,0,1,25,77,80,10.0,0.0
196,68,3,0,2,0,1,291,1,0,5,1,1,2,0,4,0,1,25,210,92,0.0,0.0
197,69,1,0,3,1,1,831,1,1,3,0,0,2,1,0,0,22,1,249,194,60.0,0.0
198,69,2,0,3,1,1,831,1,1,3,0,0,2,1,0,0,22,1,95,225,10.0,0.0
199,69,3,1,3,1,1,831,1,1,3,0,0,2,1,0,0,22,1,144,120,0.0,0.0
200,70,1,1,2,0,1,162,1,0,7,1,1,1,1,2,1,22,25,54,1850,30.0,0.0
201,70,2,0,2,0,1,162,1,0,7,1,1,1,1,2,1,22,25,25,2220,10.0,0.0
202,70,3,0,2,0,1,162,1,0,7,1,1,1,1,2,1,22,25,60,24,0.0,0.0
203,71,1,0,2,0,1,354,1,1,1,1,1,3,1,4,0,20,25,300,142,30.0,0.0
204,71,2,1,2,0,1,354,1,1,1,1,1,3,1,4,0,20,25,125,161,30.0,0.0
205,71,3,0,2,0,1,354,1,1,1,1,1,3,1,4,0,20,25,144,214,0.0,0.0
206,72,1,0,3,1,1,1042,1,0,3,1,0,3,0,1,0,25,10,128,68,60.0,0.0
207,72,2,0,3,1,1,1042,1,0,3,1,0,3,0,1,0,25,10,95,76,10.0,0.0
208,72,3,1,3,1,1,1042,1,0,3,1,0,3,0,1,0,25,10,80,60,0.0,0.0
209,73,1,0,3,1,1,844,1,1,3,1,1,3,1,3,0,9,25,243,221,120.0,0.0
210,73,2,1,3,1,1,844,1,1,3,1,1,3,1,3,0,9,25,167,237,20.0,0.0
211,73,3,0,3,1,1,844,1,1,3,1,1,3,1,3,0,9,25,260,125,0.0,0.0
212,74,1,0,3,1,1,1115,1,1,1,1,0,2,1,2,0,22,1,224,85,120.0,0.0
213,74,2,0,3,1,1,1115,1,1,1,1,0,2,1,2,0,22,1,88,105,20.0,0.0
214,74,3,1,3,1,1,1115,1,1,1,1,0,2,1,2,0,22,1,136,88,0.0,0.0
215,75,1,0,3,1,1,1120,1,1,1,1,0,4,1,2,0,25,2,209,89,60.0,0.0
216,75,2,0,3,1,1,1120,1,1,1,1,0,4,1,2,0,25,2,106,112,30.0,0.0
217,75,3,1,3,1,1,1120,1,1,1,1,0,4,1,2,0,25,2,156,60,0.0,0.0
218,76,1,0,3,1,1,996,1,0,1,1,1,4,1,1,0,1,10,135,42,120.0,0.0
219,76,2,1,3,1,1,996,1,0,1,1,1,4,1,1,0,1,10,73,54,10.0,0.0
220,76,3,0,3,1,1,996,1,0,1,1,1,4,1,1,0,1,10,182,84,0.0,0.0
221,77,1,0,3,1,1,938,1,1,6,2,0,2,1,3,0,17,2,159,19,120.0,0.0
222,77,2,1,3,1,1,938,1,1,6,2,0,2,1,3,0,17,2,55,25,20.0,0.0
223,77,3,0,3,1,1,938,1,1,6,2,0,2,1,3,0,17,2,180,117,0.0,0.0
224,78,1,0,3,1,1,849,1,1,3,2,0,2,1,2,0,9,2,117,170,60.0,0.0
225,78,2,0,3,1,1,849,1,1,3,2,0,2,1,2,0,9,2,59,176,20.0,0.0
226,78,3,1,3,1,1,849,1,1,3,2,0,2,1,2,0,9,2,72,44,0.0,0.0
227,79,1,1,2,0,1,241,1,0,1,1,1,4,0,2,0,25,1,212,62,120.0,0.0
228,79,2,0,2,0,1,241,1,0,1,1,1,4,0,2,0,25,1,93,72,20.0,0.0
229,79,3,0,2,0,1,241,1,0,1,1,1,4,0,2,0,25,1,190,169,0.0,0.0
230,80,1,0,2,0,1,263,1,0,2,1,0,1,1,4,0,1,25,251,44,120.0,0.0
231,80,2,1,2,0,1,263,1,0,2,1,0,1,1,4,0,1,25,78,47,30.0,1.0
232,81,1,0,3,1,1,1003,1,0,1,1,1,4,1,4,0,1,2,138,39,120.0,0.0
233,81,2,0,3,1,1,1003,1,0,1,1,1,4,1,4,0,1,2,80,52,10.0,0.0
234,81,3,1,3,1,1,1003,1,0,1,1,1,4,1,4,0,1,2,110,64,0.0,0.0
235,82,1,0,3,1,1,703,1,1,1,2,0,3,1,2,0,22,17,293,109,30.0,0.0
236,82,2,1,3,1,1,703,1,1,1,2,0,3,1,2,0,22,17,191,127,30.0,0.0
237,82,3,0,3,1,1,703,1,1,1,2,0,3,1,2,0,22,17,286,100,0.0,0.0
238,83,1,0,3,1,1,746,1,1,1,2,0,4,0,3,0,17,22,217,94,120.0,0.0
239,83,2,1,3,1,1,746,1,1,1,2,0,4,0,3,0,17,22,102,118,30.0,0.0
240,83,3,0,3,1,1,746,1,1,1,2,0,4,0,3,0,17,22,273,108,0.0,0.0
241,84,1,0,3,1,1,1189,1,1,6,1,1,3,1,2,0,25,22,117,23,120.0,0.0
242,84,2,0,3,1,1,1189,1,1,6,1,1,3,1,2,0,25,22,73,23,30.0,0.0
243,84,3,1,3,1,1,1189,1,1,6,1,1,3,1,2,0,25,22,70,40,0.0,0.0
244,85,1,0,3,1,1,1151,1,1,1,3,1,3,1,3,0,2,1,186,64,120.0,0.0
245,85,2,0,3,1,1,1151,1,1,1,3,1,3,1,3,0,2,1,111,76,20.0,0.0
246,85,3,1,3,1,1,1151,1,1,1,3,1,3,1,3,0,2,1,80,52,0.0,0.0
247,86,1,0,3,1,1,1062,1,0,3,1,0,3,1,2,0,25,2,146,80,30.0,0.0
248,86,2,0,3,1,1,1062,1,0,3,1,0,3,1,2,0,25,2,55,90,10.0,0.0
249,86,3,1,3,1,1,1062,1,0,3,1,0,3,1,2,0,25,2,110,64,0.0,0.0
250,87,1,0,3,1,1,1002,1,0,1,1,1,4,1,3,0,25,23,245,48,60.0,0.0
251,87,2,0,3,1,1,1002,1,0,1,1,1,4,1,3,0,25,23,197,52,30.0,0.0
252,87,3,1,3,1,1,1002,1,0,1,1,1,4,1,3,0,25,23,143,56,0.0,0.0
253,88,1,0,2,0,1,210,1,1,6,3,1,2,1,2,1,1,17,109,4200,60.0,0.0
254,88,2,1,2,0,1,210,1,1,6,3,1,2,1,2,1,1,17,39,5460,10.0,0.0
255,88,3,0,2,0,1,210,1,1,6,3,1,2,1,2,1,1,17,48,70,0.0,0.0
256,89,1,0,3,1,1,486,1,1,1,2,0,3,1,3,0,22,1,223,81,60.0,0.0
257,89,2,1,3,1,1,486,1,1,1,2,0,3,1,3,0,22,1,127,118,30.0,0.0
258,89,3,0,3,1,1,486,1,1,1,2,0,3,1,3,0,22,1,136,162,0.0,0.0
259,90,1,0,3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,143,38,60.0,0.0
260,90,2,1,3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,70,43,20.0,0.0
261,90,3,0,3,1,1,450,1,0,1,1,1,3,0,2,0,1,2,100,78,0.0,0.0
262,91,1,1,2,0,1,340,1,0,10,1,1,1,1,1,0,22,25,94,65,60.0,0.0
263,91,2,0,2,0,1,340,1,0,10,1,1,1,1,1,0,22,25,58,86,30.0,0.0
264,92,1,1,2,0,1,389,1,1,7,1,1,5,1,1,1,23,25,128,2900,60.0,0.0
265,92,2,0,2,0,1,389,1,1,7,1,1,5,1,1,1,23,25,86,3770,10.0,0.0
266,92,3,0,2,0,1,389,1,1,7,1,1,5,1,1,1,23,25,112,400,0.0,0.0
267,93,1,0,2,0,1,417,1,0,1,2,0,4,0,2,0,17,1,168,29,30.0,0.0
268,93,2,1,2,0,1,417,1,0,1,2,0,4,0,2,0,17,1,96,32,10.0,0.0
269,93,3,0,2,0,1,417,1,0,1,2,0,4,0,2,0,17,1,110,32,0.0,0.0
270,94,1,0,2,0,1,22,1,0,3,2,0,5,1,3,0,22,2,94,52,30.0,0.0
271,94,2,0,2,0,1,22,1,0,3,2,0,5,1,3,0,22,2,36,65,30.0,1.0
272,94,3,1,2,0,1,22,1,0,3,2,0,5,1,3,0,22,2,91,36,0.0,0.0
